Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202209040000,0.25,0.152,0.154,0.154,0.152,0.138,0.156,0.135,0.152,0.125,0.141,0.156,0.136,0.153,0.169,0.093
202209040030,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040100,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040130,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040200,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040230,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040300,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040330,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040400,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040430,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040500,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040530,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040600,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040630,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040700,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040730,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040800,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040830,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040900,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209040930,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041000,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041030,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041100,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041130,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041200,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041230,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041300,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041330,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041400,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041430,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041500,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041530,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041600,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041630,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041700,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041730,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041800,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041830,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041900,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209041930,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209042000,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209042030,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209042100,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209042130,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209042200,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209042230,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209042300,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209042330,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209050000,0.53,0.482,0.513,0.516,0.485,0.391,0.431,0.399,0.47,0.521,0.529,0.513,0.389,0.49,0.447,0.46
202209050030,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050100,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050130,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050200,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050230,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050300,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050330,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050400,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050430,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050500,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050530,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050600,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050630,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050700,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050730,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050800,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050830,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050900,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209050930,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051000,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051030,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051100,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051130,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051200,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051230,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051300,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051330,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
202209051400,1.176,1.013,1.05,1.057,1.013,1.118,1.108,1.087,1.021,1.164,1.128,1.044,1.111,1.014,1.074,1.103
