Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202508040010,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273,3.8062495541401273
202508040020,3.797055796178344,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879,3.797055923566879
202508040030,3.7878757961783442,3.7878759872611463,3.7878757961783442,3.7878758598726114,3.7878758598726114,3.7878758598726114,3.7878758598726114,3.7878759235668786,3.7878759235668786,3.7878758598726114,3.7878758598726114,3.7878759872611463,3.7878759235668786,3.787876050955414,3.7878759872611463,3.7878759235668786
202508040040,3.778681370038412,3.7786810499359795,3.7786806658130603,3.7786808578745195,3.7786808578745195,3.7786808578745195,3.7786809218950066,3.7786811139564658,3.7786811139564658,3.7786809218950066,3.7786808578745195,3.7786810499359795,3.7786811139564658,3.7786818822023047,3.7786810499359795,3.778680985915493
202508040050,3.769420422535211,3.769418309859155,3.769417413572343,3.769418053777209,3.769418181818182,3.769418053777209,3.7694183738796414,3.7694189500640203,3.7694189500640203,3.7694183738796414,3.769418053777209,3.769418309859155,3.7694188220230473,3.7694211267605633,3.769418309859155,3.769418309859155
202508040100,3.7601160691421254,3.7601100512163894,3.7601083226632523,3.760109795134443,3.760110371318822,3.760109795134443,3.7601104353393087,3.7601119718309857,3.7601119718309857,3.7601104353393087,3.760109795134443,3.7601100512163894,3.7601115236875797,3.760116901408451,3.7601100512163894,3.7601100512163894
202508040110,3.750755889884763,3.7507435339308577,3.750740588988476,3.750743213828425,3.7507447503201026,3.7507432778489114,3.7507444302176696,3.7507475032010245,3.7507474391805378,3.7507444302176696,3.7507432778489114,3.7507435979513444,3.7507463508322663,3.7507568501920616,3.7507435339308577,3.7507435339308577
202508040120,3.741328553137004,3.741306914212548,3.741302432778489,3.7413065941101156,3.7413095390524966,3.741306658130602,3.741308514724712,3.741313828425096,3.7413137644046097,3.741308514724712,3.7413065941101156,3.7413071062740078,3.7413113316261204,3.741329577464789,3.741306914212548,3.741306914212548
202508040130,3.7318263124199746,3.7317922535211268,3.7317859795134445,3.7317918693982075,3.7317969270166453,3.731791997439181,3.7317947503201028,3.7318031370038414,3.7318029449423817,3.7317947503201028,3.7317918693982075,3.7317925736235598,3.731798399487836,3.7318273367477595,3.7317922535211268,3.7317921895006405
202508040140,3.722192654639175,3.722142461340206,3.722133698453608,3.722142074742268,3.722149806701031,3.7221423324742267,3.722146198453608,3.722158569587629,3.722158182989691,3.722146198453608,3.722142139175258,3.722143170103093,3.722150257731959,3.7221932989690725,3.722142525773196,3.722142461340206
202508040150,3.7124603092783506,3.712390463917526,3.712379768041237,3.712390012886598,3.712401739690722,3.712390399484536,3.7123955541237112,3.712412822164948,3.7124120489690724,3.7123955541237112,3.7123901417525773,3.7123917525773193,3.712400451030928,3.712461018041237,3.7123905283505154,3.712390463917526
202508040200,3.7026377577319587,3.7025449097938146,3.70253125,3.7025445231958765,3.7025594716494847,3.702545038659794,3.702551610824742,3.7025747422680415,3.702573324742268,3.702551610824742,3.7025446520618557,3.7025469072164947,3.70255618556701,3.7026373711340206,3.702545103092784,3.7025449097938146
