Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202207180010,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646,119.70646
202207180020,119.54217,119.54079,119.53926,119.53926,119.5403,119.53892,119.54252,119.54027,119.54045,119.54252,119.5431,119.53926,119.53892,119.54046,119.53926,119.53909
202207180030,119.37852,119.37426,119.36957,119.36957,119.37276,119.36855,119.3796,119.37269,119.37321,119.37961,119.38203,119.36958,119.36857,119.37324,119.36957,119.36909
202207180040,119.21541,119.20672,119.19723,119.19723,119.20365,119.1952,119.21762,119.20352,119.20461,119.21769,119.22344,119.19729,119.19528,119.20463,119.19723,119.19633
202207180050,119.05282,119.03817,119.02228,119.02228,119.03298,119.01898,119.05658,119.0328,119.03471,119.05688,119.06743,119.02246,119.01919,119.03464,119.02228,119.02089
202207180100,118.89082,118.86868,118.84485,118.84485,118.86083,118.84007,118.89658,118.86061,118.86363,118.89739,118.91408,118.84523,118.84048,118.86336,118.84485,118.84292
202207180110,118.72943,118.69832,118.66505,118.66505,118.68728,118.65862,118.73769,118.68702,118.69153,118.73944,118.76345,118.66575,118.65931,118.69084,118.66505,118.66254
202207180120,118.56866,118.52711,118.48295,118.48295,118.51237,118.47476,118.58001,118.51207,118.51852,118.58323,118.61555,118.48408,118.47579,118.51713,118.48295,118.47985
202207180130,118.40853,118.35507,118.29861,118.29861,118.33613,118.28857,118.42364,118.3358,118.34467,118.42894,118.47039,118.3003,118.29,118.34226,118.29861,118.29491
202207180140,118.24903,118.18223,118.11208,118.11208,118.15858,118.10013,118.26865,118.15823,118.17006,118.27668,118.32795,118.11446,118.10201,118.16625,118.11208,118.10777
202207180150,118.09014,118.00859,117.92342,117.92342,117.97975,117.90953,118.11512,117.9794,117.99476,118.12656,118.18819,117.92662,117.91188,117.98912,117.92342,117.9185
202207180200,117.93185,117.83418,117.73268,117.73268,117.79967,117.71683,117.96312,117.79933,117.81881,117.97864,118.05108,117.73682,117.71968,117.8109,117.73268,117.72716
202207180210,117.77415,117.65901,117.53992,117.53993,117.61837,117.52212,117.81268,117.61806,117.64227,117.83295,117.91657,117.54513,117.52548,117.63161,117.53991,117.5338
202207180220,117.61701,117.48309,117.3452,117.34522,117.43587,117.32547,117.66386,117.43562,117.46515,117.68949,117.78459,117.35159,117.32934,117.45128,117.34519,117.3385
202207180230,117.4604,117.30644,117.14858,117.14861,117.2522,117.12696,117.51665,117.25204,117.2875,117.54826,117.65506,117.15628,117.13135,117.26993,117.14857,117.14131
202207180240,117.30428,117.12906,116.95013,116.95018,117.06738,116.92667,117.37106,117.06734,117.10933,117.40922,117.5279,116.95925,116.93156,117.08759,116.95011,116.9423
202207180250,117.14862,116.95094,116.7499,116.74999,116.88143,116.72465,117.22707,116.88156,116.93065,117.27229,117.40302,116.76055,116.73004,116.90428,116.74986,116.74153
202207180300,116.99337,116.7721,116.54794,116.54807,116.69435,116.521,117.08467,116.6947,116.75146,117.13742,117.28031,116.56023,116.52688,116.72001,116.54788,116.53906
202207180310,116.83848,116.59252,116.34431,116.34449,116.50616,116.31577,116.94379,116.50679,116.57176,117.00451,117.15967,116.35832,116.32213,116.53479,116.3442,116.33493
202207180320,116.68391,116.41217,116.13903,116.13929,116.31685,116.10901,116.80439,116.31782,116.39152,116.87347,117.04098,116.15485,116.11584,116.34861,116.13885,116.12921
202207180330,116.5296,116.23105,115.93216,115.93251,116.12641,115.90076,116.6664,116.12779,116.21073,116.74418,116.92413,115.94987,115.90804,116.16147,115.93188,115.92191
202207180340,116.37549,116.04911,115.72372,115.72417,115.93484,115.69104,116.52975,115.93668,116.02934,116.61654,116.809,115.74338,115.69877,115.97335,115.7233,115.71306
202207180350,116.22154,115.86632,115.51372,115.5143,115.74209,115.47991,116.39436,115.74448,115.84733,116.49043,116.69548,115.5354,115.48806,115.78423,115.51312,115.50267
202207180400,116.06768,115.68265,115.30218,115.3029,115.54817,115.26735,116.26015,115.55117,115.66464,116.36573,116.58345,115.3259,115.27591,115.59409,115.30132,115.29075
202207180410,115.91388,115.49804,115.08908,115.08997,115.35303,115.0533,116.12704,115.3567,115.48124,116.24233,116.47281,115.11489,115.06226,115.40288,115.08791,115.07731
