Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202207310000,0.214,0.317,0.352,0.233,0.009,0.305,0.235,0.29,0.322,0.236,0.0,0.337,0.357,0.037,0.048,0.328
202207310030,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310100,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310130,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310200,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310230,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310300,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310330,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310400,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310430,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310500,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310530,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310600,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310630,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
202207310700,0.159,0.252,0.368,0.162,0.005,0.405,0.409,0.414,0.26,0.164,0.0,0.283,0.342,0.023,0.029,0.266
