Datetime,WtMean
202508200010,2.018758571428571
202508200020,2.014308018491469
202508200030,2.009873729747418
202508200040,2.005458296531711
202508200050,2.0010619080954157
202508200100,1.996685009344929
202508200110,1.9923283284629947
202508200120,1.9879926337945033
202508200130,1.9836785633131413
202508200140,1.979380410726906
202508200150,1.9750675607573083
202508200200,1.970777828362758
202508200210,1.9665114869041453
202508200220,1.9622687216169492
202508200230,1.9580497597446995
202508200240,1.9538547473110477
202508200250,1.9496838049437777
202508200300,1.9455370803168683
202508200310,1.9414146344465157
202508200320,1.9373165438028654
202508200330,1.9332428813441198
202508200340,1.9291845034894786
202508200350,1.925119177733163
202508200400,1.9210776971764036
202508200410,1.9170609053673813
202508200420,1.9130687601663474
202508200430,1.9091011999637968
202508200440,1.905158142804531
202508200450,1.9012395031614437
202508200500,1.8973451609609158
202508200510,1.8934749962284196
202508200520,1.8896288754854313
202508200530,1.8858066555812711
202508200540,1.8820069930027978
202508200550,1.8782105448507322
202508200600,1.8744228947247308
202508200610,1.8706572613829966
202508200620,1.8669134199818946
202508200630,1.863192616950037
202508200640,1.85949465265956
202508200650,1.8558192929787825
202508200700,1.8521663478481682
202508200710,1.8485355683179734
202508200720,1.8449267305120176
202508200730,1.8413396262483142
202508200740,1.8377739983810915
202508200750,1.834226723948019
202508200800,1.8306847247825178
202508200810,1.8271549756247927
202508200820,1.8236364999163537
202508200830,1.8201341895558552
202508200840,1.8166521522757795
202508200850,1.813190128424977
202508200900,1.8097478590733012
202508200910,1.8063232053501084
202508200920,1.8029178999145066
202508200930,1.7995316651412718
202508200940,1.7961642828095818
202508200950,1.7928155417984515
202508201000,1.7894852176711489
202508201010,1.7861661276606877
202508201020,1.7828594671872706
202508201030,1.7795687685631492
202508201040,1.776291079193725
202508201050,1.773027562340901
202508201100,1.7697780829086482
202508201110,1.7665440291513939
202508201120,1.7633270990490069
202508201130,1.7601271351845535
202508201140,1.7569440065791384
202508201150,1.753777647890939
202508201200,1.75062788650121
202508201210,1.747494690887206
202508201220,1.7443779586795696
202508201230,1.7412718958035303
202508201240,1.7381704327955874
202508201250,1.7350825527053941
202508201300,1.7320095238396707
202508201310,1.7289490586392575
202508201320,1.725901196180701
202508201330,1.7228655049640171
202508201340,1.719842419950066
202508201350,1.7168326250551553
202508201400,1.7138392353963634
202508201410,1.7108598381624696
202508201420,1.707896574204402
202508201430,1.7049497750735438
202508201440,1.702019464728131
202508201450,1.6991056085616942
202508201500,1.6962053518362963
202508201510,1.693316063012381
202508201520,1.6904405348578377
202508201530,1.6875817061929235
202508201540,1.6847391109577987
202508201550,1.6819120750253922
202508201600,1.679099143222873
202508201610,1.6763023764389424
202508201620,1.6735212023946464
202508201630,1.6707548811479147
202508201640,1.668003510445431
202508201650,1.6652677409323002
202508201700,1.6625489642119278
202508201710,1.6598472420487504
202508201720,1.6571625525706806
202508201730,1.654494451921987
202508201740,1.6518397022077058
202508201750,1.649195095890177
202508201800,1.6465634393445936
202508201810,1.6439476219806446
202508201820,1.6413489145863511
202508201830,1.6387672102690494
202508201840,1.6362000391009563
202508201850,1.6336495640495032
202508201900,1.6311124255992215
202508201910,1.6285918336676968
202508201920,1.6260882642713634
202508201930,1.623599956827204
202508201940,1.621126273042001
202508201950,1.6186690459893915
202508202000,1.6162262756807237
202508202010,1.6137985527329408
202508202020,1.611386402967367
202508202030,1.6089866425778068
202508202040,1.6065991642267896
202508202050,1.6042251628714523
202508202100,1.6018661942261618
202508202110,1.5995228868226097
202508202120,1.5971958113811382
202508202130,1.5948848982164292
202508202140,1.5925892832879351
202508202150,1.5903082966542728
202508202200,1.5880431937111115
202508202210,1.5857905832290045
202508202220,1.5835527503741342
202508202230,1.5813304965535795
202508202240,1.5791237155027487
202508202250,1.5769323187333466
202508202300,1.5747542161481383
202508202310,1.5725904233750971
202508202320,1.5704378665003818
202508202330,1.568295543279607
202508202340,1.5661654433838557
202508202350,1.564047522734667
202508210000,1.5619431795220353
202508210010,1.5598520479360936
202508210020,1.5577824636561923
202508210030,1.5557424101658954
202508210040,1.5537373117412323
202508210050,1.551772275288815
202508210100,1.549851016930252
202508210110,1.5479767305939007
202508210120,1.5461532267651343
202508210130,1.5443819272667803
202508210140,1.542661656835834
202508210150,1.540995379717395
202508210200,1.53938421380504
202508210210,1.537828209439072
202508210220,1.5363271595814911
202508210230,1.5348800006251637
202508210240,1.5334837239073917
202508210250,1.5321403550168617
202508210300,1.5308479077287656
202508210310,1.529606533769583
202508210320,1.5284162349809751
202508210330,1.5272763645701466
202508210340,1.5261851248882388
202508210350,1.525141865205345
202508210400,1.5241456326096932
202508210410,1.5231953943326058
202508210420,1.522290358180777
202508210430,1.5214294108371302
202508210440,1.520611411231031
202508210450,1.5198352079582893
202508210500,1.5190997473000465
202508210510,1.5184039197083572
202508210520,1.517746765525665
202508210530,1.517126907457128
202508210540,1.5165439551538455
202508210550,1.5159965144200136
202508210600,1.5154837219236796
202508210610,1.515004725137155
202508210620,1.5145600133921064
202508210630,1.5141484595389398
202508210640,1.5137700774121048
202508210650,1.5134247265324356
202508210700,1.5131119866983975
202508210710,1.5128315027587291
202508210720,1.5125823142718136
202508210730,1.512363779289155
202508210740,1.51217610341368
202508210750,1.5120187609227962
202508210800,1.5118904102007584
202508210810,1.5117902879010692
202508210820,1.5117171516802281
202508210830,1.5116701287936958
202508210840,1.5116473406225481
202508210850,1.511648341689327
202508210900,1.5116716529622733
202508210910,1.5117157627153055
202508210920,1.511779127997528
202508210930,1.5118601014204436
202508210940,1.5119557661961642
202508210950,1.5120660664065926
202508211000,1.512189662511183
202508211010,1.5123252446912292
202508211020,1.5124716226292243
202508211030,1.512627731771309
202508211040,1.512792652484525
202508211050,1.5129656183154112
202508211100,1.51314597238832
202508211110,1.5133332224222191
202508211120,1.5135270272888466
202508211130,1.5137257288988946
202508211140,1.5139287610050367
202508211150,1.5141394038951839
202508211200,1.5143588682221552
202508211210,1.5145876056748921
202508211220,1.5148246679258421
202508211230,1.5150700599126043
202508211240,1.5153252256646466
202508211250,1.5155899018838386
202508211300,1.5158649665341097
202508211310,1.5161505835219318
202508211320,1.5164464010257557
202508211330,1.516753373738669
202508211340,1.5170699470679243
202508211350,1.5173987208814026
202508211400,1.517740265127665
202508211410,1.5180952582588563
202508211420,1.5184643879080844
202508211430,1.5188484268990385
202508211440,1.5192481807297342
202508211450,1.519664468930833
202508211500,1.520098136679818
202508211510,1.5205491749559172
202508211520,1.5210186773150491
202508211530,1.5215079518653212
202508211540,1.5220172658430147
202508211550,1.5225485012047613
202508211600,1.52310260674534
202508211610,1.5236775816730097
202508211620,1.524276402061095
202508211630,1.524900955626058
202508211640,1.5255513883499923
202508211650,1.526228403654822
202508211700,1.5269340824800974
202508211710,1.5276694615080637
202508211720,1.5284354759190943
202508211730,1.5292331305620706
202508211740,1.5300634211963078
202508211750,1.5309273276429836
202508211800,1.5318258209699889
202508211810,1.5327584065377085
202508211820,1.53372610819314
202508211830,1.5347312274976326
202508211840,1.535774655805663
202508211850,1.5368560787684376
202508211900,1.5379766259134466
202508211910,1.5391352133791583
202508211920,1.5403306293163637
202508211930,1.5415677659140068
202508211940,1.5428458943707075
202508211950,1.5441678962393695
202508212000,1.545534452957222
202508212010,1.5469462314947307
202508212020,1.5484038847933286
202508212030,1.5499078946945408
202508212040,1.5514559875238423
202508212050,1.5530514329243161
202508212100,1.5546916277917313
202508212110,1.5563770213529227
202508212120,1.558108963414166
202508212130,1.559889548435561
202508212140,1.5617190559698018
202508212150,1.5635958436352524
202508212200,1.5655205954898594
202508212210,1.5674896177683104
202508212220,1.5695069294844095
202508212230,1.5715732587455062
202508212240,1.573686232692255
202508212250,1.5758462765770855
202508212300,1.578050952171562
202508212310,1.5803022300245633
202508212320,1.5826015835284888
202508212330,1.5849486573593634
202508212340,1.5873429018874408
202508212350,1.5897838376383773
202508220000,1.5922690801707726
202508220010,1.5947955749602825
202508220020,1.597411265860016
202508220030,1.6001231993184661
202508220040,1.6029353026591742
202508220050,1.6058547884217178
202508220100,1.608879724415595
202508220110,1.6120094436182457
202508220120,1.615243356897985
202508220130,1.6185784672654873
202508220140,1.62200599036479
202508220150,1.6255249096270814
202508220200,1.6291209017011976
202508220210,1.632799802750591
202508220220,1.636561719513434
202508220230,1.640404246629314
202508220240,1.6443247528530744
202508220250,1.6483201007292299
202508220300,1.6523816592643974
202508220310,1.6565028112325173
202508220320,1.6606760831506473
202508220330,1.6649069476210756
202508220340,1.6692010607211896
202508220350,1.6735569271324913
202508220400,1.6779733138388226
202508220410,1.6824396939031445
202508220420,1.6869595422203
202508220430,1.6915287883113737
202508220440,1.6961451120139543
202508220450,1.7008139244151823
202508220500,1.705534745029829
202508220510,1.7103015135022945
202508220520,1.7151134264516144
202508220530,1.719971769891608
202508220540,1.7248700752882493
202508220550,1.7298062063759843
202508220600,1.734786616914473
202508220610,1.7398063309583243
202508220620,1.7448624438449847
202508220630,1.7499517785785716
202508220640,1.7550668914898333
202508220650,1.7602028727778052
202508220700,1.7653543554344386
202508220710,1.7705304886640156
202508220720,1.7757306088566303
202508220730,1.7809515308874215
202508220740,1.786182012283369
202508220750,1.791420375628387
202508220800,1.7966566370115133
202508220810,1.8018959643158157
202508220820,1.8071445765029512
202508220830,1.8124029561391346
202508220840,1.8176692454490289
202508220850,1.8229353448757064
202508220900,1.828200621611857
