Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202208100000,0.577,0.456,0.025,0.432,0.534,0.585,0.372,0.488,0.493,0.435,0.377,0.445,0.378,0.498,0.583,0.851
202208100030,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100100,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100130,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100200,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100230,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100300,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100330,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100400,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100430,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100500,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100530,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100600,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100630,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100700,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100730,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100800,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100830,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100900,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208100930,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101000,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101030,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101100,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101130,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101200,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101230,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101300,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101330,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101400,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101430,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101500,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101530,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101600,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101630,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101700,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101730,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101800,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101830,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101900,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208101930,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208102000,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208102030,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208102100,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208102130,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208102200,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208102230,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208102300,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208102330,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208110000,0.425,0.29,0.009,0.163,0.386,0.419,0.144,0.107,0.317,0.095,0.239,0.114,0.085,0.163,0.302,0.436
202208110030,0.994,1.219,0.071,0.581,0.922,1.102,0.446,1.209,1.216,0.903,1.111,0.936,0.819,1.52,1.407,1.567
202208110100,0.994,1.219,0.071,0.581,0.922,1.102,0.446,1.209,1.216,0.903,1.111,0.936,0.819,1.52,1.407,1.567
