Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202208210010,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338,210.8338
202208210020,211.21982,211.21625,211.21987,211.22102,211.21983,211.21625,211.21982,211.23415,211.20939,211.21802,211.22315,211.21625,211.22222,211.22116,211.21625,211.21625
202208210030,211.61507,211.60385,211.61524,211.61883,211.61509,211.60385,211.61495,211.67157,211.58163,211.60684,211.62327,211.60385,211.6226,211.61908,211.60385,211.60385
202208210040,212.01944,211.99637,212.01978,212.02717,212.01948,211.99641,212.01908,212.15027,211.94985,211.99981,212.03362,211.99642,212.03491,212.02752,211.99641,211.99641
202208210050,212.43289,212.39372,212.4334,212.44596,212.43297,212.39397,212.43262,212.67186,212.3141,212.3969,212.45429,212.39398,212.45908,212.44645,212.39397,212.39397
202208210100,212.85549,212.79586,212.8562,212.8753,212.85564,212.79671,212.85663,213.23726,212.67476,212.79824,212.88568,212.79673,212.89513,212.87593,212.79671,212.79671
202208210110,213.28737,213.20277,213.28835,213.31531,213.28768,213.20496,213.29246,213.84705,213.03242,213.20408,213.32821,213.20499,213.34319,213.3161,213.20496,213.20496
202208210120,213.72862,213.61445,213.73006,213.76615,213.72929,213.61906,213.74137,214.5016,213.38778,213.61467,213.78221,213.61909,213.80335,213.7671,213.61905,213.61905
202208210130,214.17925,214.03083,214.18148,214.22793,214.18063,214.03933,214.20429,215.20109,213.7415,214.03027,214.24785,214.03938,214.27566,214.229,214.03932,214.03932
202208210140,214.63914,214.45178,214.64269,214.70065,214.64177,214.46602,214.68176,215.9455,214.09422,214.45109,214.72513,214.46608,214.76007,214.7018,214.46601,214.46601
202208210150,215.10804,214.87707,215.11364,215.18424,215.11267,214.89928,215.17388,216.73459,214.44641,214.87727,215.21388,214.89935,215.25643,215.18538,214.89926,214.89925
202208210200,215.58561,215.30633,215.59418,215.67852,215.5932,215.33914,215.68046,217.56789,214.7984,215.30885,215.71382,215.33922,215.76448,215.6795,215.33911,215.33907
202208210210,216.07142,215.73908,216.08408,216.18323,216.08312,215.78552,216.2011,218.44475,215.1504,215.7458,216.22459,215.7856,216.28389,216.18382,215.78548,215.78537
202208210220,216.565,216.17475,216.58298,216.69808,216.58211,216.23826,216.73526,219.36443,215.50244,216.18799,216.74576,216.23834,216.81423,216.69792,216.23821,216.23796
202208210230,217.06587,216.61273,217.09048,217.22278,217.08979,216.69713,217.28236,220.32615,215.85446,216.63524,217.27693,216.69719,217.35504,217.22133,216.69706,216.69656
202208210240,217.57357,217.05234,217.60617,217.75709,217.60577,217.16187,217.84183,221.32918,216.2063,217.0873,217.81767,217.16189,217.90585,217.75355,217.16176,217.16084
202208210250,218.08773,217.49296,218.1296,218.30085,218.12964,217.63218,218.41312,222.37296,216.55773,217.54391,218.36761,217.63212,218.46619,218.29411,217.63201,217.63042
202208210300,218.60805,217.93397,218.66033,218.85404,218.66101,218.10776,218.99572,223.45709,216.90853,218.0048,218.92642,218.10759,219.03562,218.84254,218.10751,218.10492
202208210310,219.13436,218.37486,219.19796,219.41678,219.19951,218.58836,219.5892,224.58134,217.25843,218.46972,219.49382,218.58802,219.61374,219.39843,218.58798,218.58394
202208210320,219.66659,218.81521,219.74214,219.98937,219.74483,219.07373,220.19312,225.74566,217.60722,218.93843,220.06961,219.07315,220.20018,219.96146,219.07316,219.06715
202208210330,220.2048,219.25473,220.29257,220.57228,220.2967,219.5637,220.80708,226.95005,217.95475,219.41075,220.65362,219.56279,220.79464,220.53134,219.56285,219.5542
202208210340,220.74917,219.69324,220.849,221.16616,220.85491,220.05813,221.4307,228.19453,218.30092,219.88654,221.24572,220.05679,221.39686,221.10791,220.05689,220.04484
202208210350,221.29995,220.13073,221.41123,221.77185,221.41928,220.55693,222.0636,229.47904,218.6457,220.36574,221.84586,220.55505,222.00662,221.69107,220.55516,220.53884
202208210400,221.85749,220.56729,221.97914,222.39035,221.98972,221.06007,222.70539,230.80336,218.98917,220.84833,222.45398,221.05753,222.62375,222.2808,221.0576,221.03604
202208210410,222.42219,221.00312,222.55264,223.02279,222.56615,221.56758,223.35569,232.16704,219.33147,221.33433,223.0701,221.56423,223.24808,222.87716,221.56418,221.53632
202208210420,222.99447,221.43855,223.13171,223.67046,223.14855,222.07951,224.0141,233.56942,219.67281,221.82385,223.6942,222.07522,223.87949,223.48028,222.07494,222.03964
202208210430,223.57475,221.87398,223.71633,224.33473,223.73692,222.59596,224.68025,235.00961,220.01347,222.31699,224.32632,222.59058,224.51787,224.09035,222.58992,222.54597
202208210440,224.16344,222.30986,224.30654,225.01706,224.33129,223.11703,225.35378,236.48652,220.35379,222.81393,224.96648,223.11044,225.16309,224.70763,223.10919,223.05533
