Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202208170010,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264,2.534324392097264
202208170020,2.52999709035222,2.529953445635528,2.529936906584992,2.529953445635528,2.529964548238897,2.529953445635528,2.529937136294027,2.5299484686064315,2.529937136294027,2.529953445635528,2.529953445635528,2.5299533690658493,2.529953445635528,2.5299526033690656,2.5299387442572736,2.5299387442572736
202208170030,2.5256660796324653,2.525529402756508,2.5254785604900456,2.525529402756508,2.525555895865237,2.525529249617151,2.525479249617151,2.5255142419601833,2.525479249617151,2.525529402756508,2.525529402756508,2.525529019908116,2.525529402756508,2.5255233537519137,2.5254842266462476,2.5254842266462476
202208170040,2.5213736600306276,2.5210913476263395,2.5209882848392033,2.5210914241960176,2.5211360643185294,2.521090658499234,2.5209895865237364,2.521060796324655,2.5209895865237364,2.5210914241960176,2.5210914241960176,2.5210896630934143,2.5210914241960176,2.521072970903522,2.5209996171516074,2.5209996171516074
202208170050,2.517122281776416,2.5166396630934145,2.5164665390505356,2.5166398162327717,2.5167049004594175,2.516637672281776,2.5164682235834603,2.516589203675344,2.5164682235834603,2.5166398162327717,2.5166398162327717,2.516634915773353,2.5166398162327717,2.5166003062787135,2.51648506891271,2.51648506891271
202208170100,2.5129138591117917,2.5121744257274115,2.511913246554364,2.5121749617151603,2.512262557427259,2.512169601837672,2.5119153905053597,2.512100995405819,2.5119153905053597,2.512175038284839,2.512175038284839,2.5121637059724344,2.512175038284839,2.512104594180704,2.511940658499234,2.511940658499234
202208170110,2.5087501531393563,2.507695788667687,2.507328637059724,2.5076970903522198,2.507809264931087,2.5076860643185297,2.5073310107197546,2.5075977794793256,2.5073310107197546,2.5076973200612556,2.5076973200612556,2.5076751148545173,2.5076973200612556,2.5075853751914234,2.5073666156202137,2.5073666156202137
202208170120,2.5046323124042877,2.5032041347626337,2.5027130168453287,2.5032065849923426,2.5033454058192954,2.503186447166921,2.5027155436447166,2.503081393568147,2.5027155436447166,2.50320719754977,2.5032071209800915,2.5031683767228174,2.5032071209800915,2.5030424961715156,2.5027631699846857,2.5027630934150076
202208170130,2.500560796324655,2.498699617151608,2.498066615620214,2.498703751914242,2.498871516079632,2.4986702909647773,2.49806921898928,2.4985532159264925,2.49806921898928,2.4987050535987745,2.4987049004594177,2.498642879019908,2.4987049004594177,2.49847595712098,2.4981307810107194,2.4981305513016845
202208170140,2.496535834609494,2.4941824655436444,2.4933899693721284,2.4941889739663092,2.4943879785604897,2.4941372128637056,2.4933924196018373,2.494014701378254,2.4933926493108727,2.494191424196018,2.4941909647779474,2.4940982388973962,2.4941909647779474,2.493885911179173,2.493469984686064,2.493469448698315
202208170150,2.492556967840735,2.4896529096477793,2.4886836906584993,2.4896625574272586,2.4898950995405817,2.4895871362940274,2.488685834609494,2.489466998468606,2.4886864471669217,2.4896666921898927,2.489665926493109,2.489534379785605,2.489665926493109,2.4892726646248082,2.4887816998468604,2.488780474732006
202208170200,2.488623660030628,2.4851114088820827,2.4839486983154666,2.485124885145482,2.4853933384379783,2.4850201378254213,2.4839499999999997,2.484910949464012,2.483951301684533,2.485131393568147,2.4851300153139357,2.4849516079632465,2.4851300153139357,2.4846367534456353,2.4840668453292496,2.484064318529862
202208170210,2.484734762633997,2.4805581929555895,2.4791793981481485,2.480576339969372,2.480883001531393,2.480436370597243,2.4791793209876545,2.480347320061256,2.4791819444444445,2.48058606431853,2.480583690658499,2.480350382848392,2.480583690658499,2.4799785493827162,2.479321527777778,2.4793165895061726
202208170220,2.4808891271056663,2.4759628086419756,2.4743527006172843,2.4759865740740743,2.4763364197530864,2.475804320987655,2.4743500000000003,2.4757443672839505,2.474354938271605,2.476000462962963,2.4759967592592593,2.47569837962963,2.4759967592592593,2.4752631944444445,2.4745207561728395,2.4745120370370373
202208170230,2.4770625771604937,2.4713523148148147,2.4695000771604936,2.471382175925926,2.471775077160494,2.4711530864197533,2.469493287037037,2.4711323302469137,2.4695018518518523,2.4714011574074077,2.4713956790123457,2.4710263117283953,2.4713956790123457,2.4705272376543213,2.4696974537037035,2.469682947530864
202208170240,2.473269675925926,2.4667314814814816,2.4646226851851853,2.466768055555556,2.4672061728395063,2.4664868827160493,2.46460987654321,2.4665145833333333,2.4646238425925926,2.466793287037037,2.4667854166666667,2.466337962962963,2.4667854166666667,2.4657716820987656,2.4648533179012344,2.46483063271605
202208170250,2.469515586419753,2.4621010030864197,2.459721990740741,2.4621445987654322,2.4626300154320986,2.4618064814814815,2.459700385802469,2.4618914351851853,2.4597220679012346,2.462177160493827,2.4621664351851855,2.4616341049382715,2.4621664351851855,2.4609976851851854,2.459989891975309,2.4599560185185187
202208170300,2.4657986111111114,2.45746149691358,2.4547990740740744,2.457512268518519,2.458046913580247,2.4571127314814816,2.4547655864197533,2.4572633487654323,2.454797608024691,2.457553472222222,2.4575391975308643,2.4569156635802467,2.4575391975308643,2.4562063271604937,2.4551091049382716,2.455060493827161
202208170310,2.4621172067901234,2.452813811728395,2.449855324074074,2.452871604938272,2.4534574074074076,2.452406635802469,2.449806172839506,2.4526307098765434,2.449851697530864,2.4529226851851855,2.4529041666666664,2.452183564814815,2.4529041666666664,2.4513988425925928,2.4502125771604937,2.450145216049383
