Datetime,P00001,P00002,P00003,P00004,P00005,P00006,P00007,P00008,P00009,P00010,P00011,P00012,P00013,P00014,P00015,P00016
202208250000,0.159,0.275,0.289,0.308,0.281,0.162,0.126,0.166,0.275,0.308,0.066,0.115,0.301,0.175,0.191,0.281
202208250030,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250100,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250130,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250200,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250230,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250300,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250330,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250400,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250430,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250500,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250530,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250600,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250630,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250700,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250730,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250800,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250830,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250900,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208250930,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251000,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251030,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251100,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251130,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251200,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251230,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251300,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251330,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251400,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251430,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251500,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251530,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251600,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251630,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251700,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251730,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251800,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251830,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251900,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208251930,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208252000,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208252030,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208252100,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208252130,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208252200,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208252230,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208252300,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208252330,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208260000,0.6,0.393,0.573,0.55,0.415,0.145,0.105,0.15,0.557,0.568,0.053,0.095,0.501,0.161,0.185,0.415
202208260030,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260100,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260130,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260200,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260230,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260300,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260330,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260400,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260430,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260500,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260530,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260600,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260630,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260700,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260730,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260800,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260830,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260900,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208260930,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261000,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261030,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261100,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261130,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261200,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261230,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261300,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261330,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261400,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261430,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261500,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261530,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261600,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261630,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261700,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261730,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261800,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261830,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261900,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208261930,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
202208262000,0.502,0.389,0.444,0.473,0.403,0.255,0.22,0.26,0.442,0.476,0.133,0.206,0.451,0.266,0.28,0.403
