Datetime,P00010
202209020010,1.0827486315789476
202209020020,1.081326210526316
202209020030,1.0799464743589744
202209020040,1.0785957264957264
202209020050,1.0772965811965811
202209020100,1.0760508547008547
202209020110,1.074859188034188
202209020120,1.0737221153846155
202209020130,1.072639423076923
202209020140,1.0716108974358975
202209020150,1.0706356837606839
202209020200,1.0697128205128206
202209020210,1.0688411324786324
202209020220,1.068019123931624
202209020230,1.0672451923076922
202209020240,1.0665176282051283
202209020250,1.0658346153846154
202209020300,1.0651943376068376
202209020310,1.064594764957265
202209020320,1.064034188034188
202209020330,1.0635107905982906
202209020340,1.0630227564102563
202209020350,1.062568482905983
202209020400,1.0621465811965811
202209020410,1.0617555555555556
202209020420,1.0613943376068375
202209020430,1.061061752136752
202209020440,1.0607568376068377
202209020450,1.0604790598290597
202209020500,1.060227670940171
202209020510,1.0600022435897436
202209020520,1.0598023504273504
202209020530,1.059627564102564
202209020540,1.059477564102564
202209020550,1.0593521367521366
202209020600,1.0592508547008546
202209020610,1.0591732905982905
202209020620,1.0591189102564103
202209020630,1.0590869658119657
202209020640,1.0590768162393163
202209020650,1.0590873931623932
202209020700,1.0591176282051282
202209020710,1.0591661324786323
202209020720,1.0592314102564102
202209020730,1.0593120726495726
202209020740,1.0594060897435897
202209020750,1.059511858974359
202209020800,1.0596274572649573
202209020810,1.0597508547008547
202209020820,1.0598801282051282
202209020830,1.0600134615384615
202209020840,1.0601488247863249
202209020850,1.0602846153846153
202209020900,1.060419017094017
202209020910,1.0605505341880341
202209020920,1.0606776709401708
202209020930,1.060799358974359
202209020940,1.060914423076923
202209020950,1.0610220085470086
202209021000,1.0611211538461538
202209021010,1.0612113247863248
202209021020,1.061292094017094
202209021030,1.061363141025641
202209021040,1.0614240384615385
202209021050,1.061475
202209021100,1.0615157051282051
202209021110,1.0615463675213674
202209021120,1.061567094017094
202209021130,1.0615779914529915
202209021140,1.0615794871794872
202209021150,1.0615717948717949
202209021200,1.061555235042735
202209021210,1.0615301282051282
202209021220,1.0614967948717948
202209021230,1.0614556623931624
202209021240,1.061407158119658
202209021250,1.0613514957264956
202209021300,1.0612892094017095
202209021310,1.0612206196581195
202209021320,1.061146047008547
202209021330,1.0610661324786324
202209021340,1.0609809829059829
202209021350,1.0608910256410256
202209021400,1.060796794871795
202209021410,1.0606985042735042
202209021420,1.0605966880341882
202209021430,1.0604916666666666
202209021440,1.0603838675213675
202209021450,1.060273611111111
202209021500,1.0601613247863249
202209021510,1.0600473290598291
